ch_name,h_name,ch_i,h_i,l_i,i,l_id,word,fn,x
word,document,6,16,3.1,6.16.3.1,566,the pri for the reader. answer: what are the fewest words to,def,
word,document,6,16,3.2,6.16.3.2,567,"for example, in the taxonomy, ""psych-teach-2021-unit4"" the three",example,
word,document,6,16,3.2,6.16.3.2,568,"the most similar and relevant concepts to most distinct,",def,
word,document,6,16,3.3,6.16.3.3,569,the left-most word will be either implied or actual chapter,def,
word,document,6,16,3.4,6.16.3.4,570,"all science that is not directly relevant elsewhere, will fall",def,is
word,document,6,16,3.5,6.16.3.5,571,the remaining chapters deal with modes on these basic sources:,def,
word,document,6,16,3.6,6.16.3.6,572,"in the example above, psych might fall under self-body,",example,
word,document,6,16,3.7,6.16.3.7,573,the link is the decision of the sentence that requires the most,def,is
word,document,6,16,3.8,6.16.3.8,574,named links are actions.,def,
word,document,6,16,3.9,6.16.3.9,575,"over-spelling the ideas leaves an empty link, e-""do...(the",def,
word,document,6,16,4,6.16.4,576,"in instr, the link comes last, and it describes a step in",def,
word,document,6,16,4,6.16.4,577,contextualize with an alternative,plan,
word,document,6,16,4.1,6.16.4.1,578,a plan should inherit or give definitions of new terms.,plan,
word,document,6,16,4.2,6.16.4.2,579,new definitions should especially be accompanied by a true,plan,
word,document,6,16,4.3,6.16.4.3,580,"a pri is the motive for life, and itself is only a named",def,is
word,document,6,16,4.4,6.16.4.4,581,a developed pri is an instruction.,def,
word,document,6,16,4.5,6.16.4.5,582,one generalized is a lesson.,def,
word,scientist,6,17,47,6.17.47,583,"a scientist works to win bets against the unknown. they are a professional writer, evaluated on two metrics:",def,
word,scientist,6,17,47.1,6.17.47.1,584,for their new content.,def,
word,scientist,6,17,47.2,6.17.47.2,585,the net benefit on goal outcomes.,def,
word,scientist,6,17,48,6.17.48,586,"a scientist-researcher is a writer, a data-collector and hypothesis tester.",def,
word,scientist,6,17,49,6.17.49,587,"a scientist-scholar is a reader, curating toward theory development and comm.",def,
word,scientist,6,17,50,6.17.50,588,"more will be said about scientist more broadly. here we focus strictly on the aspect of a scientist which is to develop the description of the world, properly.",def,
word,framework,6,18,51,6.18.51,589,framework (frame) is a cluster of definitions.,def,
word,framework,6,18,52,6.18.52,590,what metric can be used to compare and test bets on words?,def,can could
word,framework,6,18,53,6.18.53,591,such a metric requires a general framework for cognition.,def,
word,framework,6,18,54,6.18.54,592,this is that general framework.,def,is
word,framework,6,18,55,6.18.55,593,"just as a child learns skills from ""put it in the box"" to ""put it together,"" and ""solve the problem you creatively set up to solve the impossible,"" so too the highest cognitive function --these days a cooperative one beyond the speed or control of any individual-- deserves treatment of its abilities and applications in order of processing difficulty and utility; utility in contributing to itself however it sees fit, but especially in its allocation of finite resources.",example,in
word,theory,6,19,56,6.19.56,594,"$$ h1 where p = cognition, good.p = p(wit.goal.sort|pri) $$",def,
word,theory,6,19,57,6.19.57,595,"cognitive acts should be engaged in as a pyramid of levels (like food pyramid), number of tasks (width of level).",def,
word,theory,6,19,58,6.19.58,596,"for example, a base height of 4 (levels) = 4 topics on bottom level,",example,
word,theory,6,19,58.3,6.19.58.3,597,"on 2nd, 2 on 3rd and 1 on 4th. where the bottom level is the",def,is
word,theory,6,19,59,6.19.59,598,"for example, assuming a goal, make an action plan (blitz) constrained by number of tasks by type as follows:",example,
word,theory,6,19,59.1,6.19.59.1,599,sort (base task),plan,
word,theory,6,19,59.2,6.19.59.2,600,"name, def, or measure,",plan,
word,theory,6,19,59.3,6.19.59.3,601,make (minimum viable),plan,
word,theory,6,19,59.4,6.19.59.4,602,"test (edit, sim, revise)",plan,
word,theory,6,19,59.5,6.19.59.5,603,"use (reliable, helpful)",plan,
word,theory,6,19,60,6.19.60,604,"additional tasks must ""wait"" to be addressed until a task of the same level becomes complete and removed from the pyramid, leaving a slot to be replaced.",plan,
word,theory,6,19,61,6.19.61,605,this is a frame that gives a starting point for assessing how and what optimal capacity and boundaries exist for a human as a cognitive being.,def,
word,theory,6,19,62,6.19.62,606,"above is a proposed initial bet, arrived at by sim. here's an example good sim:",def,
word,theory,6,19,62.1,6.19.62.1,607,name a pri-scope of irl-events.,plan,
word,theory,6,19,62.2,6.19.62.2,608,"for example, tasks may differ in how hard and many times actions",example,
word,theory,6,19,62.3,6.19.62.3,609,the following properties can be varied by sim. 1-task type,def,can could
word,theory,6,19,62.4,6.19.62.4,610,task-level and task-count,def,
word,theory,6,19,62.5,6.19.62.5,611,"for example, 3 levels starting at 10-count, reducing by 2",example,
word,theory,6,19,62.6,6.19.62.6,612,"the goal of sim is to maximize a bet you take (e.g., vs defining",def,is
rev,revision,7,1,1,7.1.1,613,"neutrally, a word may be replaced by another. as a process which takes effort, do so to improve, and we will call it revision. revision is the change of words to improve actions of yourself or others.",def,is
rev,revision,7,1,2,7.1.2,614,"revision is how we know reflection is happening, described here in versions (v#) of a response.",def,is
rev,revision,7,1,3,7.1.3,615,"for example, consider the following revisions (v1-3) describing this brief argument:",example,
rev,revision,7,1,3.1,7.1.3.1,616,"1: ""nobody follows doctors' orders.""\ ""my parents do, religiously.""\ ""they're the exception.""\ ""you're not exposed to minorities.""",example,
rev,revision,7,1,3.2,7.1.3.2,617,"v1
a)  1 makes a false generalization.
b)  2 illustrates a counterpoint, and 1 gets mad.
c)  1 dismisses it, and 2 gets mad. a)  1 makes a false generalization. b)  2 illustrates a counterpoint, and 1 gets mad. c)  1 dismisses it, and 2 gets mad.",example,def
rev,revision,7,1,3.3,7.1.3.3,618,"v2 a)  1 generalizes from work experience. b)  2 argues with parents' experience, and 1 gets mad. c)  1 dismisses and 2 get mad.",example,def
rev,revision,7,1,3.4,7.1.3.4,619,"v3 a)  1 argues outside 2's experience. b)  2 uses personal experience, thinking it's impenetrable. c)  failing and hurt, 2 insults.",example,def
rev,revision,7,1,4,7.1.4,620,"the example aims to illustrate revisions which increase the amount of responsibility, control, and preventable future behavior on part of the writer, without much change in word count.",example,
rev,plan,7,2,5,7.2.5,621,"good revisions better describe what we know to have happened, and predict what will happen (again).",def,
rev,plan,7,2,6,7.2.6,622,reality is what determines whether each version is better.,def,is
rev,plan,7,2,7,7.2.7,623,revise prior prompt responses only to help your current prompt response.,plan,
rev,plan,7,2,8,7.2.8,624,"if your goal deals with different assumptions about the truth, change the prompt to whatever gets you to write the most helpful words for your goal.",plan,
rev,plan,7,2,8.1,7.2.8.1,625,"for example, a prompt referring to university student experiences should be adapted for your non-university experiences.",example,
rev,plan,7,2,8.2,7.2.8.2,626,a common (problematic) assumption is that you are emotionally ready to be self-critical.,def,
rev,plan,7,2,8.3,7.2.8.3,627,do not change the prompt so you can be lazy.,def,can could
rev,think!,7,3,9,7.3.9,628,"elsewhere, we will establish variations on ultimate questions.",def,
rev,think!,7,3,10,7.3.10,629,"one variant is the superlative presupposition, which becomes an imperative (plan).",def,is
rev,think!,7,3,11,7.3.11,630,"for illustration, all questions presuppose and command, ""think!""",def,
rev,think!,7,3,12,7.3.12,631,"as compliment, all words can be seen as an answer to this question (good or bad).",def,can could
rev,think!,7,3,13,7.3.13,632,"supposing just as questions can be revised to their superlatives, we don't bother to ask them, and focus on the superlative of answers.",def,can could
rev,think!,7,3,14,7.3.14,633,"thus is an example basis of good revision: to bring the particular apprehension to a universally relevant call to action, responding to the implied imperative of all questions, ""think.""",example,
rev,plan,7,4,15,7.4.15,634,the goal of words is to express ideas of maximum cake tomorrow.,def,is
rev,plan,7,4,16,7.4.16,635,"since few words meet these criteria, start by revising toward fewer words.",plan,
rev,plan,7,4,17,7.4.17,636,make ideas clear and concrete.,plan,
rev,plan,7,4,18,7.4.18,637,provide just enough context to remember the basis of the key ideas.,plan,
rev,plan,7,4,19,7.4.19,638,precision depends on purpose.,plan,
rev,plan,7,4,19.1,7.4.19.1,639,list. name relevant ideas for goal.,plan,
rev,plan,7,4,19.2,7.4.19.2,640,"write a plan, (ordered links).",plan,
rev,plan,7,4,19.3,7.4.19.3,641,doubt. assert the strongest rebuttal to the plan.,plan,
rev,plan,7,4,19.4,7.4.19.4,642,bet. improve ideas and links by addressing weakness and clarity.,plan,
rev,plan,7,4,19.5,7.4.19.5,643,"read. wager its cake (e.g., relative to another plan).",plan,
rev,plan,7,4,20,7.4.20,644,"when reflecting, reflect only on ""how can i help my future self?"" and impose time and word limits.",plan,
rev,plan,7,4,21,7.4.21,645,a bad doc is stream-of-consciousness.,def,is
rev,prompts,7,5,22,7.5.22,646,"prompts elicit conflicts (truth) between self and norm, to improve plans for your goals.",def,
rev,prompts,7,5,23,7.5.23,647,time and word limits work together to encourage a balance between reflecting on truth and describing it.,def,
rev,wordlimit,7,6,24,7.6.24,648,word limits combat needless words and distracting tangents. a word limit keeps your attention.,def,
rev,wordlimit,7,6,25,7.6.25,649,a word limit is a proxy for a prompt's complexity.,def,
rev,wordlimit,7,6,26,7.6.26,650,try to write the exact number of words.,plan,
rev,wordlimit,7,6,27,7.6.27,651,"good word limits require cutting out unhelpful words, change figurative words to concrete, ideally assertive and falsifiable.",def,
rev,wordlimit,7,6,28,7.6.28,652,"for every plan you make: assert a word limit before writing to be reminded of your initial intentions, and be challenged to express ideas clearly. become skilled at using only the fewest words necessary, to reveal and clarify cake.",plan,
rev,wordlimit,7,6,29,7.6.29,653,"if you exceed the limit and there is no end in sight, stop and reassess.",def,is
rev,timelimit,7,7,30,7.7.30,654,the time limit dictates how precise your words should be.,def,
rev,timelimit,7,7,31,7.7.31,655,use extra time to improve word choice.,plan,
rev,timelimit,7,7,32,7.7.32,656,"for example, given a 50-word limit, 1 minute (1m, 50w) encourages free writing with minimal restrictions on quality of thought, while 4 minutes encourages more careful selection of words.",example,
rev,lessons,7,8,33,7.8.33,657,"lessons are an ordered set of prompts, usually three to four, up to 60 minutes and 250 words. a prompt's word count is the number of words to be added to your document.",def,
rev,lessons,7,8,34,7.8.34,658,lessons target inconsistencies between reality and pris.,def,
rev,lessons,7,8,35,7.8.35,659,they are designed to be revisited and revised repeatedly.,def,
rev,lessons,7,8,36,7.8.36,660,"a 0w prompt means revise, but do not increase the word total.",def,
rev,lessons,7,8,37,7.8.37,661,the first prompts in lessons are warm-ups to direct your attention. they ask for names of ideas.,def,
rev,lessons,7,8,38,7.8.38,662,"the remaining prompts are for thinking, requiring you to make links between your warm-up ideas. done right, you will face some new truths.",def,
rev,peer-revision,7,9,39,7.9.39,663,peer revision is a powerful learning tool. get answers from others.,def,
rev,peer-revision,7,9,40,7.9.40,664,forget who provides revision and how much.,plan,
rev,peer-revision,7,9,41,7.9.41,665,"the peer writer has uncompromised objectivity, and liberty to employ truth, however ""harsh"".",def,role
comm,woods,8,0,1,8.0.1,666,"consider you meet someone in the woods, and have only 1m (approx.",example,imagine
comm,woods,8,0,3,8.0.3,667,"pri-comm is the difference between your and norm-pri, especially that what your food and cake are and why.",def,is
comm,woods,8,0,3.5,8.0.3.5,668,w) to say the most essential thing.,def,
comm,woods,8,0,4,8.0.4,669,say:,plan,
comm,woods,8,0,4.1,8.0.4.1,670,"properties of the answer, not knowing it,",plan,
comm,woods,8,0,4.2,8.0.4.2,671,an answer for purposes of improving on it.,plan,
comm,woods,8,0,5,8.0.5,672,these properties are the properties of [sr][skilled reflection]:,def,
comm,woods,8,0,5.1,8.0.5.1,673,comparable constraints to establish a reliable subjective,def,
comm,woods,8,0,5.2,8.0.5.2,674,"until we have a measurable self and variation, share the self",def,
comm,problem,8,1,6,8.1.6,675,communication happens from one being to another.,def,
comm,problem,8,1,7,8.1.7,676,the function is to direct attention to a circumstance of high importance: sharing information.,def,is
comm,problem,8,1,8,8.1.8,677,"for example, the vervet screech that specifically means, ""snake"".",example,alt
comm,problem,8,1,9,8.1.9,678,"while the vervet makes or hears calls about threats of immediate, nearby importance, the breadth of human communication can direct attention to circumstances of distant places and times.",example,alt
comm,problem,8,1,10,8.1.10,679,"this is an echo of the breadth of attention and information humans engage. for some reason entangled between information, sharing it, there is subjectivity of importance.",def,
comm,problem,8,1,11,8.1.11,680,the consequence is ambiguity in the value of a communicative act.,def,
comm,style,8,2,12,8.2.12,681,"recognition, reading familiar words is easier than retrieval from memory, of words to write. is- savings on revision.",def,is
comm,style,8,2,13,8.2.13,682,"only save docs that you bet will be useful enough later to save time, overall.",plan,
comm,style,8,2,14,8.2.14,683,"once saved, we assume a doc will be read later, and provide cake. this is the primary type of comm we engage in.",plan,
comm,style,8,2,15,8.2.15,684,"comm is the exchange of words from oneself to another. other examples include a traffic sign, something you wrote and are rereading, a carefully crafted party invite, or a lease agreement.",def,is
comm,style,8,2,16,8.2.16,685,"the goal of comm is to maximize that likelihood, by engaging in the inherent and practical problems that arise.",def,is
comm,comm,8,3,17,8.3.17,686,writing a word creates a static record of a word.,def,
comm,comm,8,3,18,8.3.18,687,"no person is identical with a future or past self, with any other person, and all of these relationships are in part unknown. ([c4.1][ppl])",def,is
comm,comm,8,3,19,8.3.19,688,the problem of comm is the difference in meaning between reader and writer of the same word.,def,is
comm,comm,8,3,20,8.3.20,689,"even if you wrote the word, your later self may read a different meaning for that word.",def,
comm,comm,8,3,21,8.3.21,690,good comm attempts to systematically reconcile these issues.,def,
comm,comm,8,3,22,8.3.22,691,bad comm takes advantage of them at the cost of clarity and honesty.,def,
comm,comm,8,3,23,8.3.23,692,"ppl vary in how they apprehend the world, and therefore they can vary in",def,
comm,comm,8,3,23.1,8.3.23.1,693,precise understanding of meanings.,def,
comm,comm,8,3,23.2,8.3.23.2,694,trust (usually writer more than reader).,def,
comm,comm,8,3,24,8.3.24,695,the real world is particular; each experience is an example.,def,
comm,comm,8,3,25,8.3.25,696,a word describes a set of similar experiences.,def,
comm,comm,8,3,25.1,8.3.25.1,697,words are never definite and certain in what they describe of,def,
comm,comm,8,3,25.2,8.3.25.2,698,a word's definition is a generalization.,def,
comm,comm,8,3,26,8.3.26,699,"as such, words are",def,
comm,comm,8,3,26.1,8.3.26.1,700,less precise than reality.,def,
comm,comm,8,3,26.2,8.3.26.2,701,better designed to hypothesize and predict.,def,
comm,comm,8,3,27,8.3.27,702,"to improve comm, study the difference between content and style.",plan,
comm,difference,8,4,28,8.4.28,703,pris between ppl (writer and reader) differ.,def,
comm,difference,8,4,29,8.4.29,704,difference in pris alter content of ideas.,def,
comm,difference,8,4,30,8.4.30,705,good style is change in words to minimize change in ideas between reader and writer.,def,is
comm,difference,8,4,31,8.4.31,706,versions describe identical content with difference in style between them.,def,
comm,difference,8,4,32,8.4.32,707,a plan for a doc is an earlier version of the (same) final doc.,def,
comm,difference,8,4,33,8.4.33,708,"for example, you today vs you in five years.",example,
comm,norms,8,5,34,8.5.34,709,comm norms assume reading and writing have no intrinsic goals.,def,
comm,norms,8,5,35,8.5.35,710,a doc's arguments for why to read it are a style called pitch.,def,
comm,norms,8,5,36,8.5.36,711,"pitch can be accomplished, for example, by",example,
comm,norms,8,5,36.1,8.5.36.1,712,stroking the ego and intelligence of the reader.,plan,
comm,norms,8,5,36.2,8.5.36.2,713,framing attacks as agreeable observations.,plan,
comm,norms,8,5,37,8.5.37,714,the maximum common self-pris across ppl are the optimal arguments for pitch. e-food vs. cake.,def,
comm,norms,8,5,38,8.5.38,715,"brand is pitch that distorts truth, a form of bad style.",def,is
comm,norms,8,5,39,8.5.39,716,"for example, consider the goal of describing the properties of **apples** with the purpose of selling them:",example,
comm,norms,8,5,39.1,8.5.39.1,717,content: **apples are healthy but sugary.**\,def,
comm,norms,8,5,39.2,8.5.39.2,718,style: **apples are tasty and nutritious.**\,def,
comm,norms,8,5,39.3,8.5.39.3,719,brand: **apples are healthy.**\,def,
comm,norms,8,5,40,8.5.40,720,ppl who do not distinguish food from cake will be persuaded by brand more than pitch.,plan,
comm,library,8,6,39,8.6.39,721,"lib is the explicit effort to maximize the use of what you write, save, and read, by organizing it for best application, and providing feedback to help your future decisions to write, save, and read.",def,is
comm,library,8,6,40,8.6.40,722,the scope of lib is the collection of your words over a lifetime.,def,is
comm,library,8,6,41,8.6.41,723,is post-writing cache to facilitate future production.,def,
comm,library,8,6,42,8.6.42,724,lib is to docs as home is to possessions.,def,is
comm,library,8,6,43,8.6.43,725,"lib aims to maximize the cake of words you save, and ideally, reduce future efforts to plan and accomplish pris, through making the best of your thoughts easy to find.",def,
comm,library,8,6,44,8.6.44,726,"a bad lib is the sum of your words, void of curation, none of which helped plans.",def,is
comm,library,8,6,45,8.6.45,727,a good lib is the closest approximation of self.,def,is
comm,library,8,6,46,8.6.46,728,library = sum (goals + plans) / 1,def,
comm,library,8,6,47,8.6.47,729,for learning what you don't know you don't know.,def,
comm,library,8,6,48,8.6.48,730,"potential risks include 40.1. writing, saving, and finding bad docs.",plan,
comm,library,8,6,50,8.6.50,731,"plans, and anything else you write down, should be part of a pri.",plan,
comm,library,8,6,51,8.6.51,732,facilitate retrieval:,plan,
comm,library,8,6,51.1,8.6.51.1,733,index (list) docs worth rereading.,plan,
comm,library,8,6,51.2,8.6.51.2,734,assign a number that indicates its relative importance (abs or,plan,
comm,library,8,6,51.3,8.6.51.3,735,add tags and metadata for easier sorting.,plan,
comm,library,8,6,51.4,8.6.51.4,736,make and revise only for high-pri goal(s). record and study lib,plan,
comm,library,8,6,52,8.6.52,737,. failure to save or find good docs.,plan,
comm,library,8,6,52,8.6.52,738,"note the time and date now, as you did in the introduction. graduate",plan,
comm,library,8,6,53,8.6.53,739,this is the end of the book.,def,is
comm,library,8,6,54,8.6.54,740,put it in your library.,plan,
comm,library,8,6,55,8.6.55,741,now return to your garden and work on your pris.,plan,
comm,referencesystem,8,7,56.1,8.7.56.1,742,space: this book's chapter and line numbering.,def,
comm,referencesystem,8,7,56.2,8.7.56.2,743,time: v2.14 the current book version.,def,
comm,referencesystem,8,7,57,8.7.57,744,"for example, a document that elaborates about trump would begin titled ""c4.23 v2.14"".",example,
comm,referencesystem,8,7,58,8.7.58,745,"in version 2.14 of sr, 4 is the chapter ppl, and number 23 is the definition of rltp. trump, the article topic, is an example.",def,is
comm,referencesystem,8,7,59,8.7.59,746,this is the header format for any subsequent document of an idea i write.,def,is
comm,answerword,8,8,60,8.8.60,747,the complete set of ppl's libs is sufficiently exhaustive to describe all that matters in each and all lives.,def,is
comm,answerword,8,8,61,8.8.61,748,the efficiently compressed content of this lib produces a distribution of variation along a median lib.,def,
comm,answerword,8,8,62,8.8.62,749,"this is the content of the next book, ""answerword.""",def,is
comm,answerword,8,8,63,8.8.63,750,"in that book, style is any further optimization to maximize learning.",def,
comm,answerword,8,8,64,8.8.64,751,"book 3, ""afterword"", is the darpa for thought when the answerword is muscle-memory.",def,is
comm,zero,8,9,65,8.9.65,752,"suppose you don't share the same language. what conventions of gesture, an international gesture meaning, might we have?",example,imagine
comm,zero,8,9,65.1,8.9.65.1,753,an object pointed to means: there it is; it is/will be mine; i,def,
comm,"yourcalling,partii",8,10,66,8.10.66,754,"tell me the missing chapter that gives peace instead of regimen, so that i may find mine.",plan,
